,Date of Sale,Address,County,Price,Not Full Market Price,VAT Exclusive,Description of Property,Price inc VAT,Year
206,2010-01-08,"The Cottage, Shantraud, Killaloe",Clare,222400.0,No,No,Second-Hand Dwelling house /Apartment,222400.0,2010
207,2010-01-08,"The Lock House, Cardenton, Athy",Kildare,260000.0,No,No,Second-Hand Dwelling house /Apartment,260000.0,2010
208,2010-01-08,"The Old Schoolhouse, Parkbridge, Clonegal",Wicklow,265000.0,No,No,Second-Hand Dwelling house /Apartment,265000.0,2010
209,2010-01-08,"Tirconnell Street, Ballyshannon",Donegal,197000.0,No,No,Second-Hand Dwelling house /Apartment,197000.0,2010
210,2010-01-10,"Ballinahow, Co. Tipperary",Tipperary,127000.0,No,No,Second-Hand Dwelling house /Apartment,127000.0,2010
211,2010-01-11,"1 The View, Riverbank, Drogheda",Louth,385000.0,No,No,Second-Hand Dwelling house /Apartment,385000.0,2010
212,2010-01-11,"10 harrison cove, skerries",Dublin,247948.0,No,Yes,New Dwelling house /Apartment,281420.98,2010
213,2010-01-11,"108, Castlefield Court, Clonsilla",Dublin,72000.0,Yes,No,Second-Hand Dwelling house /Apartment,72000.0,2010
214,2010-01-11,"12 Roanmore Park, Waterford city",Waterford,140000.0,No,No,Second-Hand Dwelling house /Apartment,140000.0,2010
215,2010-01-11,"14 Killashee View, Naas, Kildare",Kildare,510000.0,No,No,Second-Hand Dwelling house /Apartment,510000.0,2010
216,2010-01-11,"15 Foxhollow, Golf Links Road, Limerick",Limerick,600000.0,No,No,Second-Hand Dwelling house /Apartment,600000.0,2010
217,2010-01-11,"15 Limeworth, Ballincollig",Cork,745000.0,No,No,Second-Hand Dwelling house /Apartment,745000.0,2010
218,2010-01-11,"16 Oakdale Drive, Ballycullen, Firhouse",Dublin,322500.0,No,No,Second-Hand Dwelling house /Apartment,322500.0,2010
219,2010-01-11,"162 Ballyspillane, Killarney",Kerry,120000.0,No,No,Second-Hand Dwelling house /Apartment,120000.0,2010
220,2010-01-11,"17 Annesley Park, Ranelagh, Dublin 6",Dublin,930000.0,No,No,Second-Hand Dwelling house /Apartment,930000.0,2010
221,2010-01-11,"18 Cairns Woods, Ballyviniter, Mallow",Cork,205000.0,No,No,Second-Hand Dwelling house /Apartment,205000.0,2010
222,2010-01-11,"18 Manor Roag, Lehenaghbeg, Togher",Cork,270000.0,No,Yes,New Dwelling house /Apartment,306450.0,2010
223,2010-01-11,"19 OAKLANDS, CARRICK ON SUIR, COUNTY TIPPERARY",Tipperary,192500.0,No,No,Second-Hand Dwelling house /Apartment,192500.0,2010
224,2010-01-11,"2 Bellview, Glenfield, Kilmallock",Limerick,180000.0,No,Yes,New Dwelling house /Apartment,204300.0,2010
225,2010-01-11,"20 WHEATFIELD GROVE, CLONDALKIN, DUBLIN 22",Dublin,184000.0,No,No,Second-Hand Dwelling house /Apartment,184000.0,2010
226,2010-01-11,"22 Bruach na hAbhann, Maganey, Killeen",Laois,140000.0,No,Yes,New Dwelling house /Apartment,158900.0,2010
227,2010-01-11,"26 Lissaniska, Lahinch Road, Ennis",Clare,150000.0,No,No,Second-Hand Dwelling house /Apartment,150000.0,2010
228,2010-01-11,"29 Myrtle House, Longfield Road  The Coast, Baldoyle",Dublin,240000.0,No,Yes,New Dwelling house /Apartment,272400.0,2010
229,2010-01-11,"3 CASTLEFIELDS, KILKEE",Clare,400000.0,No,No,Second-Hand Dwelling house /Apartment,400000.0,2010
230,2010-01-11,"3 THE PARK, BRIARFIELD, CASTLETROY",Limerick,230000.0,No,No,Second-Hand Dwelling house /Apartment,230000.0,2010
231,2010-01-11,"33 Shanavine Way, Clonmel",Tipperary,160000.0,No,No,Second-Hand Dwelling house /Apartment,160000.0,2010
232,2010-01-11,"33, St. Patrick's Estate, Ballina",Mayo,127000.0,No,No,Second-Hand Dwelling house /Apartment,127000.0,2010
233,2010-01-11,"4 Cluain Eala, Coosan, Athlone",Westmeath,395000.0,No,No,Second-Hand Dwelling house /Apartment,395000.0,2010
234,2010-01-11,"48 Walsh Road, Drumcondra, Dublin 9",Dublin,195000.0,Yes,No,Second-Hand Dwelling house /Apartment,195000.0,2010
235,2010-01-11,"56 Cherrywood Park, Clondalkin",Dublin,100000.0,Yes,No,Second-Hand Dwelling house /Apartment,100000.0,2010
236,2010-01-11,"6 dun lia, thurles",Tipperary,50000.0,Yes,No,Second-Hand Dwelling house /Apartment,50000.0,2010
237,2010-01-11,"73 COLLEGE PARK, TERENURE",Dublin,131250.0,No,No,Second-Hand Dwelling house /Apartment,131250.0,2010
238,2010-01-11,"8 Kilberry, Navan",Meath,140000.0,No,No,Second-Hand Dwelling house /Apartment,140000.0,2010
239,2010-01-11,"99 Manor Court, Knocknacarra, Galway",Galway,205000.0,No,No,Second-Hand Dwelling house /Apartment,205000.0,2010
240,2010-01-11,"Abbey House, 113 Upper Newcastle, Galway",Galway,1408000.0,No,No,Second-Hand Dwelling house /Apartment,1408000.0,2010
241,2010-01-11,"Apartment 18 The Gallery, Turvey Walk, Donabate",Dublin,124221.69,Yes,No,Second-Hand Dwelling house /Apartment,124221.69,2010
242,2010-01-11,"Cloonaugh, Carrowbehy, Castlerea",Roscommon,32500.0,No,No,Second-Hand Dwelling house /Apartment,32500.0,2010
243,2010-01-11,"Cloonshannagh, Rooskey",Roscommon,78000.0,No,No,Second-Hand Dwelling house /Apartment,78000.0,2010
244,2010-01-11,"Farmlands, Treagh, Inniskeen.",Louth,255000.0,No,No,Second-Hand Dwelling house /Apartment,255000.0,2010
245,2010-01-11,"Hillview, Ballinderry, Mullingar",Westmeath,125000.0,No,No,New Dwelling house /Apartment,125000.0,2010
246,2010-01-11,"Lawaus, Ballindine",Mayo,60000.0,Yes,No,Second-Hand Dwelling house /Apartment,60000.0,2010
247,2010-01-11,"Liberty, Ballydangan, Athlone",Roscommon,290000.0,No,No,Second-Hand Dwelling house /Apartment,290000.0,2010
248,2010-01-11,"Lower Town, Kilbeggan",Westmeath,170000.0,No,No,Second-Hand Dwelling house /Apartment,170000.0,2010
249,2010-01-11,"Magheranure, Cootehill",Cavan,150000.0,Yes,No,Second-Hand Dwelling house /Apartment,150000.0,2010
250,2010-01-11,"No. 65 The Green, Moyglare Hall Moyglare Road, Maynooth",Kildare,285000.0,No,Yes,New Dwelling house /Apartment,323475.0,2010
251,2010-01-11,"Stradbally, Kilcolgan",Galway,340000.0,No,No,Second-Hand Dwelling house /Apartment,340000.0,2010
252,2010-01-11,"Whitehall, Drombane, Thurles",Tipperary,24500.0,No,No,Second-Hand Dwelling house /Apartment,24500.0,2010
253,2010-01-12,"1 Cois Inbhir, Donabate",Dublin,153852.93,Yes,No,Second-Hand Dwelling house /Apartment,153852.93,2010
254,2010-01-12,"10 Ailesbury Lawn, Dundrum, Dublin 16",Dublin,800000.0,No,No,Second-Hand Dwelling house /Apartment,800000.0,2010
255,2010-01-12,"11 Allenwood, Tullyallen, Drogheda",Louth,180616.74,No,Yes,New Dwelling house /Apartment,204999.9999,2010
256,2010-01-12,"110 ROCKFIELD CLOSE, ARDEE",Louth,216000.0,No,No,Second-Hand Dwelling house /Apartment,216000.0,2010
257,2010-01-12,"147B Greenpark Meadows, Mullingar",Westmeath,185000.0,No,No,Second-Hand Dwelling house /Apartment,185000.0,2010
258,2010-01-12,"15 Elm Grove, Rockfield, Kells",Meath,220000.0,No,No,Second-Hand Dwelling house /Apartment,220000.0,2010
259,2010-01-12,"15 Rosemount Park, Dundrum, Dublin 14",Dublin,356000.0,No,No,Second-Hand Dwelling house /Apartment,356000.0,2010
260,2010-01-12,"168 Carrigwood, Firhouse, Dublin 24",Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,285000.0,2010
261,2010-01-12,"1A Manor Grove, Manor Village, Tralee",Kerry,134000.0,No,No,Second-Hand Dwelling house /Apartment,134000.0,2010
262,2010-01-12,"2 Arlington Estate, Portarlington",Laois,105000.0,No,No,Second-Hand Dwelling house /Apartment,105000.0,2010
263,2010-01-12,"2 Kingston Avenue, Victoria Road",Cork,140000.0,No,No,Second-Hand Dwelling house /Apartment,140000.0,2010
264,2010-01-12,"21 Foxwood, Swords",Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,275000.0,2010
265,2010-01-12,"25 Belton Park Road, Donnycarney",Dublin,222500.0,No,No,Second-Hand Dwelling house /Apartment,222500.0,2010
266,2010-01-12,"27 CLONLEA, MOUNT OVAL VILLAGE, ROCHESTOWN",Cork,160000.0,No,No,Second-Hand Dwelling house /Apartment,160000.0,2010
267,2010-01-12,"3 Newenham Terrace, Infirmary Road, Cork",Cork,410000.0,No,No,Second-Hand Dwelling house /Apartment,410000.0,2010
268,2010-01-12,"31 ST BRIGIDS PLACE, PORTLAOISE",Laois,70000.0,Yes,No,Second-Hand Dwelling house /Apartment,70000.0,2010
269,2010-01-12,"32 KILL ABBEY, DEANSGRANGE, BLACKROCK",Dublin,640000.0,No,No,Second-Hand Dwelling house /Apartment,640000.0,2010
270,2010-01-12,"35 Saunders House, Spencer Dock  North Wall Quay, Dublin 1",Dublin,332599.11,No,Yes,New Dwelling house /Apartment,377499.98985,2010
271,2010-01-12,"41 Newtown Terrace, Thomastown, Kilkenny",Kilkenny,120000.0,No,No,Second-Hand Dwelling house /Apartment,120000.0,2010
272,2010-01-12,"5 Temple View Park, Clare Hall",Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,290000.0,2010
273,2010-01-12,"5 Temple View park, Clarehall, Dublin 13",Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,290000.0,2010
274,2010-01-12,"52 Clonmore, Ballyviniter, Mallow",Cork,188000.0,No,Yes,New Dwelling house /Apartment,213380.0,2010
275,2010-01-12,"7 CASTLEVIEW GROVE, SWORDS",Dublin,215000.0,No,No,Second-Hand Dwelling house /Apartment,215000.0,2010
276,2010-01-12,"9 Beech Road, Woodlands, Portlaw",Waterford,185950.0,No,No,Second-Hand Dwelling house /Apartment,185950.0,2010
277,2010-01-12,"Apartment 15 Dawson Court, Cross Avenue, Blackrock",Dublin,380000.0,No,No,Second-Hand Dwelling house /Apartment,380000.0,2010
278,2010-01-12,"Coocholly, Ballyshannon, Co. Donegal.",Donegal,80000.0,No,No,Second-Hand Dwelling house /Apartment,80000.0,2010
279,2010-01-12,"Fairfield, Lavistown, Kilkenny",Kilkenny,435000.0,Yes,No,Second-Hand Dwelling house /Apartment,435000.0,2010
280,2010-01-12,"Glendower, Old Station Road, Portmarnock",Dublin,1475000.0,No,No,Second-Hand Dwelling house /Apartment,1475000.0,2010
281,2010-01-12,"Haymarket, Carlow",Carlow,266000.0,No,No,Second-Hand Dwelling house /Apartment,266000.0,2010
282,2010-01-12,"House 2  Dungriffin Road, Howth, County Dublin",Dublin,594714.0,No,Yes,New Dwelling house /Apartment,675000.39,2010
283,2010-01-12,"Keadue, Burtonport",Donegal,180000.0,No,No,Second-Hand Dwelling house /Apartment,180000.0,2010
284,2010-01-12,"Kevinsfort Park, Strandhill Road, Sligo",Sligo,300000.0,Yes,No,Second-Hand Dwelling house /Apartment,300000.0,2010
285,2010-01-12,"Newhill, Two-Mile-Borris, Thurles",Tipperary,213000.0,No,No,Second-Hand Dwelling house /Apartment,213000.0,2010
286,2010-01-12,"No. 11, Cartron Estate, Sligo",Sligo,85000.0,No,No,Second-Hand Dwelling house /Apartment,85000.0,2010
287,2010-01-12,"Raenagisheach, Kilmaley",Clare,22500.0,No,No,Second-Hand Dwelling house /Apartment,22500.0,2010
288,2010-01-12,"Rosebrien, Graball Bay, Crosshaven",Cork,30000.0,No,No,Second-Hand Dwelling house /Apartment,30000.0,2010
289,2010-01-12,"Slevoy, Foulksmills",Wexford,170000.0,No,No,Second-Hand Dwelling house /Apartment,170000.0,2010
290,2010-01-13,"1 Bridgeview Gardens, Kilkenny",Kilkenny,250000.0,No,No,Second-Hand Dwelling house /Apartment,250000.0,2010
291,2010-01-13,"11 Ardfield Crescent, Grange, Douglas",Cork,243000.0,No,No,Second-Hand Dwelling house /Apartment,243000.0,2010
292,2010-01-13,"11 Balally Drive, Dundrum",Dublin,500000.0,No,No,Second-Hand Dwelling house /Apartment,500000.0,2010
293,2010-01-13,"112cannon street, waterford",Waterford,112000.0,No,No,Second-Hand Dwelling house /Apartment,112000.0,2010
294,2010-01-13,"17 Swarnward Court, Parnell Road",Dublin,345000.0,No,No,Second-Hand Dwelling house /Apartment,345000.0,2010
295,2010-01-13,"178 churchfields, ashbourne",Meath,310000.0,No,Yes,New Dwelling house /Apartment,351850.0,2010
296,2010-01-13,"18 D'Alton Drive, Salthill, Galway",Galway,480000.0,No,No,Second-Hand Dwelling house /Apartment,480000.0,2010
297,2010-01-13,"2  Cois na Dun, Carrownanty, Ballymote",Sligo,128640.97,No,Yes,New Dwelling house /Apartment,146007.50095000002,2010
298,2010-01-13,"2 Conland, Conland Lane, Kerrykeel",Donegal,211375.0,No,No,Second-Hand Dwelling house /Apartment,211375.0,2010
299,2010-01-13,"231 Seapark, Malahide, Dublin",Dublin,750000.0,No,No,Second-Hand Dwelling house /Apartment,750000.0,2010
300,2010-01-13,"255 Bru na Gruadan, Castletroy",Limerick,177731.27,No,Yes,New Dwelling house /Apartment,201724.99145,2010
301,2010-01-13,"26 The Croft, Parc Na Silla  Loughlinstown",Dublin,250000.0,No,Yes,New Dwelling house /Apartment,283750.0,2010
302,2010-01-13,"3  Fox Haven, Lacken, Gorey",Wexford,350000.0,No,Yes,New Dwelling house /Apartment,397250.0,2010
303,2010-01-13,"3 Castlegate House, Adamstown, Dublin 15",Dublin,124669.0,No,Yes,New Dwelling house /Apartment,141499.315,2010
304,2010-01-13,"3 Castlegate House, Castlegate, Adamstown",Dublin,124669.6,No,Yes,New Dwelling house /Apartment,141499.996,2010
305,2010-01-13,"3 Merrion Park, South Hill Avenue, Blackrock",Dublin,470000.0,No,No,Second-Hand Dwelling house /Apartment,470000.0,2010
306,2010-01-13,"350 Grahamsland, Castlefin",Donegal,82500.0,No,No,Second-Hand Dwelling house /Apartment,82500.0,2010
307,2010-01-13,"36 The Meadows, Grange Road, Clonsilla",Dublin,151750.0,No,No,Second-Hand Dwelling house /Apartment,151750.0,2010
308,2010-01-13,"4 Bramble Court, Tollowhill, Tullow",Carlow,158590.3,No,Yes,New Dwelling house /Apartment,179999.99049999999,2010
309,2010-01-13,"41 Ardkill Place, Garrymore, Ballinagh",Cavan,100000.0,No,Yes,New Dwelling house /Apartment,113500.0,2010
310,2010-01-13,"47 Dalriada, Knocklyon, Dublin 16",Dublin,70000.0,No,No,New Dwelling house /Apartment,70000.0,2010
311,2010-01-13,"5 offaly Road, cabra east, dublin 7",Dublin,227000.0,No,No,Second-Hand Dwelling house /Apartment,227000.0,2010
312,2010-01-13,"5 Ross Street, Stoneybatter",Dublin,190000.0,No,No,Second-Hand Dwelling house /Apartment,190000.0,2010
313,2010-01-13,"7 tournore gardens, abbeyside, dungarvan",Waterford,167400.89,No,Yes,New Dwelling house /Apartment,190000.01015000002,2010
314,2010-01-13,"8 Preston Heights, Kilmeague, Naas",Kildare,198000.0,No,No,Second-Hand Dwelling house /Apartment,198000.0,2010
315,2010-01-13,"92 Castleross, Dundalk",Louth,120000.0,No,No,Second-Hand Dwelling house /Apartment,120000.0,2010
316,2010-01-13,"APARTMENT 37  BLOCK D, CLARE VILLAGE, CLARE HALL",Dublin,169950.0,No,Yes,New Dwelling house /Apartment,192893.25,2010
317,2010-01-13,"Apartment 8 The Sycamore, Elmfield  Ballyogan Road, Leopardstown",Dublin,248898.68,No,Yes,New Dwelling house /Apartment,282500.00179999997,2010
318,2010-01-13,"Bocks Upper, Carrickmacross, Co. Monaghan",Monaghan,225000.0,No,No,Second-Hand Dwelling house /Apartment,225000.0,2010
319,2010-01-13,"Carraigmourne, Thomastown",Kilkenny,217000.0,No,No,Second-Hand Dwelling house /Apartment,217000.0,2010
320,2010-01-13,"Corhollan, Smithboro",Monaghan,215000.0,No,No,Second-Hand Dwelling house /Apartment,215000.0,2010
321,2010-01-13,"Dundalk Road, Ardee",Louth,168000.0,No,No,Second-Hand Dwelling house /Apartment,168000.0,2010
322,2010-01-13,"L226 Bru na Sionna, Shannon",Clare,99391.0,No,Yes,New Dwelling house /Apartment,112808.785,2010
323,2010-01-13,"Mirah, Turloughmore, Galway",Galway,235000.0,No,Yes,New Dwelling house /Apartment,266725.0,2010
324,2010-01-13,"ROSSBRIN, MENLOE GARDENS, BLACKROCK",Cork,485000.0,No,No,Second-Hand Dwelling house /Apartment,485000.0,2010
325,2010-01-13,"Shannagh, raphoe, Co Donegal",Donegal,120000.0,No,No,Second-Hand Dwelling house /Apartment,120000.0,2010
326,2010-01-13,"The Grove, Kilteevan, Roscommon",Roscommon,50000.0,No,No,Second-Hand Dwelling house /Apartment,50000.0,2010
327,2010-01-14,"''Villa Bosco'', Newtown, Co Waterfod",Waterford,258000.0,No,No,Second-Hand Dwelling house /Apartment,258000.0,2010
328,2010-01-14,"111 Coopers Grange, Old Quarter, Ballincollig",Cork,358590.0,No,Yes,New Dwelling house /Apartment,406999.65,2010
329,2010-01-14,"112, Greenpark Meadows, Mullingar",Westmeath,160000.0,No,No,Second-Hand Dwelling house /Apartment,160000.0,2010
330,2010-01-14,"119deerpark, friars walk",Cork,300000.0,No,No,Second-Hand Dwelling house /Apartment,300000.0,2010
331,2010-01-14,"1218 Corduff, Donadea, Naas",Kildare,125000.0,No,No,Second-Hand Dwelling house /Apartment,125000.0,2010
332,2010-01-14,"13 Dunvale Crescent, Frankfield, Grange",Cork,300000.0,No,No,Second-Hand Dwelling house /Apartment,300000.0,2010
333,2010-01-14,"13 ros mor view, scholarstown road, knocklyon",Dublin,270000.0,No,No,Second-Hand Dwelling house /Apartment,270000.0,2010
334,2010-01-14,"139 Meadowgate, Knockmullen, Gorey",Wexford,207048.45,No,Yes,New Dwelling house /Apartment,234999.99075000003,2010
335,2010-01-14,"14 Barretstown Meadows, Newbridge",Kildare,325991.18,No,Yes,New Dwelling house /Apartment,369999.9893,2010
336,2010-01-14,"14 Block D Doolin House, Clare Village, Clare Hall Dublin 17",Dublin,149735.68,No,Yes,New Dwelling house /Apartment,169949.9968,2010
337,2010-01-14,"2 Belarmine Hall, Newtownlittle  Stepaside, Dublin 18",Dublin,214097.0,No,Yes,New Dwelling house /Apartment,243000.095,2010
338,2010-01-14,"2 RINAWADE PARK, LEIXLIP",Kildare,275000.0,No,No,Second-Hand Dwelling house /Apartment,275000.0,2010
339,2010-01-14,"2 The Park, Drummin Village, Nenagh",Tipperary,122500.0,Yes,No,Second-Hand Dwelling house /Apartment,122500.0,2010
340,2010-01-14,"22  4 Herberton Street, Rialto, Dublin 8",Dublin,182000.0,No,Yes,New Dwelling house /Apartment,206570.0,2010
341,2010-01-14,"279  Captain's Road, Crumlin",Dublin,185000.0,No,No,Second-Hand Dwelling house /Apartment,185000.0,2010
342,2010-01-14,"3 cluainin na mbo, enniscrone",Sligo,205000.0,No,No,Second-Hand Dwelling house /Apartment,205000.0,2010
343,2010-01-14,"3 RYEWATER, DISTILLERY LANE, LEIXLIP",Kildare,100000.0,No,No,Second-Hand Dwelling house /Apartment,100000.0,2010
344,2010-01-14,"31 dromard road, drimnagh",Dublin,16000.0,Yes,No,Second-Hand Dwelling house /Apartment,16000.0,2010
345,2010-01-14,"33 CLUAIN NA RI, CLONDULANE, FERMOY",Cork,157000.0,No,Yes,New Dwelling house /Apartment,178195.0,2010
346,2010-01-14,"35 Assumpta Park, Newcastle West",Limerick,116500.0,No,No,Second-Hand Dwelling house /Apartment,116500.0,2010
347,2010-01-14,"4 Bramble Way, Foxwood",Waterford,160792.0,No,Yes,New Dwelling house /Apartment,182498.92,2010
348,2010-01-14,"5  Monksfield, Abbeyside, Dungarvan",Waterford,202643.18,No,Yes,New Dwelling house /Apartment,230000.0093,2010
349,2010-01-14,"5 Castlegate House, Castlegate, Adamstown",Dublin,167400.88,No,Yes,New Dwelling house /Apartment,189999.9988,2010
350,2010-01-14,"5 monksfield, abbeyside, dungarvan",Waterford,202643.18,No,Yes,New Dwelling house /Apartment,230000.0093,2010
351,2010-01-14,"58 whitethorn road, clonskeagh",Dublin,500000.0,Yes,No,Second-Hand Dwelling house /Apartment,500000.0,2010
352,2010-01-14,"7  Castlegate Drive, Adamstown Castle, Adamstown",Dublin,216750.0,No,Yes,New Dwelling house /Apartment,246011.25,2010
353,2010-01-14,"7  St. John's Drive, Greenpark, Clondalkin",Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,200000.0,2010
354,2010-01-14,"8 Connaberry, Slavery, Buncrana",Donegal,180000.0,No,No,Second-Hand Dwelling house /Apartment,180000.0,2010
355,2010-01-14,"85 Johnswood Drive, Ashbourne",Meath,265000.0,No,No,Second-Hand Dwelling house /Apartment,265000.0,2010
356,2010-01-14,"9 royal canal, bank court",Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,275000.0,2010
357,2010-01-14,"98 Willow Park Avenue, Glasnevin, Dublin 11",Dublin,405000.0,No,No,Second-Hand Dwelling house /Apartment,405000.0,2010
358,2010-01-14,"99 Mellowes Road, Finglas, Dublin 11",Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,200000.0,2010
359,2010-01-14,"Apartment 37 Millrace Court, Phoenix Park Racecourse, Castleknock",Dublin,240000.0,No,No,Second-Hand Dwelling house /Apartment,240000.0,2010
360,2010-01-14,"Apt 348 Carrington Park, Northwood, Santry",Dublin,356827.0,No,Yes,New Dwelling house /Apartment,404998.645,2010
361,2010-01-14,"Ardravinna, Schull",Cork,185000.0,Yes,No,Second-Hand Dwelling house /Apartment,185000.0,2010
362,2010-01-14,"Burrow View, Rathaspeck",Wexford,290000.0,No,No,Second-Hand Dwelling house /Apartment,290000.0,2010
363,2010-01-14,"Carrick, Edenderry",Kildare,120000.0,No,No,Second-Hand Dwelling house /Apartment,120000.0,2010
364,2010-01-14,"Clough, Gorey",Wexford,370000.0,No,No,Second-Hand Dwelling house /Apartment,370000.0,2010
365,2010-01-14,"glosna house, ballylehane lower, ballylinan via athy",Laois,330000.0,No,No,Second-Hand Dwelling house /Apartment,330000.0,2010
366,2010-01-14,"KILAWILLIN, CASTLELYONS",Cork,50000.0,Yes,No,Second-Hand Dwelling house /Apartment,50000.0,2010
367,2010-01-14,"L'Ancresse, 13 Ardmore, Taylors Hill",Galway,1100000.0,No,No,Second-Hand Dwelling house /Apartment,1100000.0,2010
